Women autonomy,Employment,Household wealth,Education,Region of residence,Household structure,Religion,Age,Place of residence,Marital status,Number of children living,Survey_Weight,PSU_Cluster,Survey_Strata
No,no,middle,primary,equateur,Monogamous,protestant,45-49,rural,living with partner,5+,0.239395,267,5
Yes,yes,poorest,primary,equateur,Monogamous,non denominational/charismatic/apostolic,25-29,rural,married,3-4,0.239395,267,5
No,no,middle,secondary,equateur,Monogamous,catholic,20-24,rural,living with partner,0,0.239395,267,5
No,no,poorer,primary,equateur,Monogamous,protestant,30-34,rural,living with partner,5+,0.239395,267,5
No,yes,poorer,secondary,equateur,Monogamous,non denominational/charismatic/apostolic,30-34,rural,married,3-4,0.239395,267,5
Yes,no,poorest,secondary,equateur,Polygamous,protestant,25-29,rural,living with partner,3-4,0.239395,267,5
Yes,no,richer,secondary,haut-katanga,Monogamous,non denominational/charismatic/apostolic,20-24,rural,married,1-2,2.199503,268,17
No,no,richer,secondary,haut-katanga,Polygamous,protestant,25-29,rural,married,3-4,2.199503,268,17
Yes,yes,richer,secondary,haut-katanga,Monogamous,protestant,20-24,rural,living with partner,1-2,2.199503,268,17
No,no,richer,primary,haut-katanga,Monogamous,catholic,15-19,rural,living with partner,1-2,2.199503,268,17
No,no,richer,primary,haut-katanga,Polygamous,protestant,30-34,rural,living with partner,5+,2.199503,268,17
Yes,yes,richer,primary,haut-katanga,Monogamous,non denominational/charismatic/apostolic,45-49,rural,married,5+,2.199503,268,17
No,no,richer,secondary,haut-katanga,Monogamous,non denominational/charismatic/apostolic,15-19,rural,married,1-2,2.199503,268,17
Yes,no,richer,secondary,haut-katanga,Monogamous,catholic,35-39,rural,married,5+,2.199503,268,17
No,no,richer,primary,haut-katanga,Monogamous,protestant,20-24,rural,living with partner,0,2.199503,268,17
No,yes,richer,no education,haut-katanga,Monogamous,protestant,40-44,rural,married,5+,2.199503,268,17
Yes,no,richer,primary,haut-katanga,Monogamous,catholic,35-39,rural,living with partner,3-4,2.199503,268,17
No,yes,richer,secondary,haut-katanga,Monogamous,non denominational/charismatic/apostolic,35-39,rural,married,5+,2.199503,268,17
Yes,no,richer,no education,haut-katanga,Polygamous,non denominational/charismatic/apostolic,45-49,rural,married,5+,2.199503,268,17
No,no,richer,secondary,haut-katanga,Polygamous,protestant,30-34,rural,living with partner,5+,2.199503,268,17
Yes,no,richer,primary,haut-katanga,Monogamous,non denominational/charismatic/apostolic,35-39,rural,living with partner,5+,2.199503,268,17
No,no,richer,secondary,haut-katanga,Monogamous,non denominational/charismatic/apostolic,20-24,rural,living with partner,1-2,2.199503,268,17
No,yes,middle,secondary,haut-katanga,Monogamous,protestant,30-34,rural,living with partner,5+,2.199503,268,17
Yes,yes,richest,primary,haut-katanga,Monogamous,non denominational/charismatic/apostolic,25-29,rural,living with partner,3-4,2.199503,268,17
No,yes,richer,primary,haut-katanga,Monogamous,protestant,30-34,rural,married,5+,2.199503,268,17
Yes,yes,richer,no education,haut-katanga,Monogamous,non denominational/charismatic/apostolic,35-39,rural,married,5+,2.199503,268,17
Yes,no,richer,secondary,haut-katanga,Polygamous,non denominational/charismatic/apostolic,40-44,rural,married,3-4,2.199503,268,17
No,yes,richer,secondary,haut-katanga,Monogamous,protestant,40-44,rural,married,5+,2.199503,268,17
No,no,richest,secondary,haut-katanga,Monogamous,non denominational/charismatic/apostolic,25-29,rural,married,3-4,2.199503,268,17
No,yes,richer,no education,haut-katanga,Monogamous,catholic,35-39,rural,living with partner,5+,2.199503,268,17
No,no,richer,no education,haut-katanga,Monogamous,non denominational/charismatic/apostolic,20-24,rural,married,1-2,2.199503,268,17
No,yes,richer,secondary,haut-katanga,Monogamous,non denominational/charismatic/apostolic,35-39,rural,married,3-4,2.199503,268,17
Yes,yes,richer,secondary,haut-katanga,Monogamous,non denominational/charismatic/apostolic,20-24,rural,living with partner,1-2,2.199503,268,17
No,yes,richer,primary,tanganyika,Polygamous,non denominational/charismatic/apostolic,40-44,rural,living with partner,5+,0.565755,269,20
No,no,middle,secondary,tanganyika,Monogamous,protestant,30-34,rural,living with partner,3-4,0.565755,269,20
No,no,middle,primary,tanganyika,Monogamous,protestant,25-29,rural,living with partner,3-4,0.565755,269,20
No,yes,poorer,primary,tanganyika,Monogamous,protestant,30-34,rural,married,5+,0.565755,269,20
No,yes,poorer,primary,tanganyika,Monogamous,protestant,20-24,rural,living with partner,1-2,0.565755,269,20
No,yes,middle,no education,tanganyika,Monogamous,no religion,40-44,rural,married,5+,0.565755,269,20
No,yes,middle,primary,tanganyika,Polygamous,protestant,25-29,rural,married,3-4,0.565755,269,20
No,yes,poorest,no education,tanganyika,Polygamous,protestant,45-49,rural,living with partner,1-2,0.565755,269,20
No,no,poorer,primary,tanganyika,Monogamous,non denominational/charismatic/apostolic,20-24,rural,married,0,0.565755,269,20
No,no,poorest,secondary,tanganyika,Monogamous,non denominational/charismatic/apostolic,20-24,rural,married,1-2,0.565755,269,20
No,yes,richer,primary,tanganyika,Monogamous,no religion,25-29,rural,married,3-4,0.565755,269,20
No,yes,poorest,no education,tanganyika,Monogamous,protestant,15-19,rural,married,1-2,0.565755,269,20
No,no,poorer,no education,tanganyika,Monogamous,kimbanguiste,40-44,rural,married,5+,0.565755,269,20
No,no,poorer,no education,tanganyika,Monogamous,no religion,25-29,rural,married,1-2,0.565755,269,20
Yes,yes,poorer,primary,tanganyika,Monogamous,no religion,45-49,rural,living with partner,3-4,0.565755,269,20
No,yes,middle,primary,tanganyika,Monogamous,protestant,25-29,rural,married,3-4,0.565755,269,20
No,yes,middle,primary,tanganyika,Monogamous,kimbanguiste,15-19,rural,living with partner,0,0.565755,269,20
Yes,no,poorest,no education,tanganyika,Monogamous,protestant,20-24,rural,married,1-2,0.565755,269,20
No,yes,middle,primary,tanganyika,Monogamous,protestant,15-19,rural,living with partner,1-2,0.565755,269,20
No,no,middle,no education,tanganyika,Monogamous,non denominational/charismatic/apostolic,35-39,rural,married,1-2,0.565755,269,20
No,yes,poorer,no education,tanganyika,Monogamous,protestant,20-24,rural,living with partner,1-2,0.565755,269,20
No,yes,poorest,secondary,tanganyika,Monogamous,non denominational/charismatic/apostolic,30-34,rural,married,5+,0.565755,269,20
No,no,middle,primary,tanganyika,Monogamous,non denominational/charismatic/apostolic,20-24,rural,married,1-2,0.565755,269,20
No,yes,richer,secondary,tanganyika,Monogamous,protestant,25-29,rural,married,1-2,0.565755,269,20
No,no,poorer,no education,tanganyika,Monogamous,protestant,15-19,rural,married,1-2,0.565755,269,20
No,yes,poorer,primary,tanganyika,Polygamous,protestant,40-44,rural,living with partner,1-2,0.565755,269,20
Yes,yes,richer,primary,kasaï central,Monogamous,non denominational/charismatic/apostolic,30-34,urban,married,3-4,0.347659,270,51
No,yes,middle,secondary,kasaï central,Polygamous,other,30-34,urban,married,3-4,0.347659,270,51
Yes,yes,poorest,secondary,kasaï central,Monogamous,non denominational/charismatic/apostolic,35-39,urban,married,5+,0.347659,270,51
Yes,yes,middle,secondary,kasaï central,Monogamous,jehovah witness,25-29,urban,married,1-2,0.347659,270,51
Yes,yes,poorest,secondary,kasaï central,Polygamous,catholic,35-39,urban,married,5+,0.347659,270,51
Yes,yes,poorest,secondary,kasaï central,Monogamous,non denominational/charismatic/apostolic,20-24,urban,married,3-4,0.347659,270,51
Yes,yes,middle,secondary,kasaï central,Polygamous,catholic,45-49,urban,married,5+,0.347659,270,51
Yes,no,middle,secondary,kasaï central,Monogamous,catholic,25-29,urban,married,1-2,0.347659,270,51
Yes,yes,poorest,secondary,kasaï central,Polygamous,non denominational/charismatic/apostolic,40-44,urban,married,5+,0.347659,270,51
No,no,richer,secondary,kasaï central,Monogamous,protestant,20-24,urban,married,3-4,0.347659,270,51
Yes,yes,poorest,primary,kasaï central,Monogamous,catholic,35-39,urban,married,5+,0.347659,270,51
Yes,no,poorest,secondary,kasaï central,Monogamous,non denominational/charismatic/apostolic,20-24,urban,married,3-4,0.347659,270,51
No,yes,middle,secondary,kasaï central,Monogamous,catholic,45-49,urban,married,5+,0.347659,270,51
Yes,yes,poorest,secondary,kasaï central,Monogamous,protestant,25-29,urban,married,3-4,0.347659,270,51
Yes,yes,middle,secondary,kasaï central,Monogamous,non denominational/charismatic/apostolic,30-34,urban,married,3-4,0.347659,270,51
No,yes,poorer,secondary,kasaï central,Monogamous,non denominational/charismatic/apostolic,20-24,urban,living with partner,1-2,0.347659,270,51
Yes,yes,poorest,primary,kasaï central,Monogamous,non denominational/charismatic/apostolic,30-34,urban,married,3-4,0.347659,270,51
Yes,yes,poorest,primary,kasaï central,Monogamous,catholic,40-44,urban,married,5+,0.347659,270,51
Yes,yes,poorest,primary,kasaï central,Monogamous,non denominational/charismatic/apostolic,35-39,urban,married,5+,0.347659,270,51
Yes,yes,poorer,secondary,kasaï central,Monogamous,non denominational/charismatic/apostolic,40-44,urban,married,5+,0.347659,270,51
No,yes,poorer,secondary,kasaï central,Monogamous,protestant,20-24,urban,married,1-2,0.347659,270,51
No,no,poorest,secondary,kasaï central,Monogamous,catholic,30-34,urban,married,1-2,0.347659,270,51
Yes,yes,poorest,primary,kasaï central,Monogamous,non denominational/charismatic/apostolic,35-39,urban,married,5+,0.347659,270,51
No,yes,poorest,primary,kasaï central,Monogamous,protestant,40-44,urban,married,5+,0.347659,270,51
Yes,yes,richer,secondary,kasaï central,Monogamous,catholic,40-44,urban,married,5+,0.347659,270,51
Yes,no,richer,secondary,kasaï central,Monogamous,catholic,20-24,urban,married,0,0.347659,270,51
No,yes,middle,primary,kasaï central,Polygamous,non denominational/charismatic/apostolic,25-29,urban,married,3-4,0.347659,270,51
No,yes,poorest,primary,tanganyika,Monogamous,animist/traditional religion,15-19,rural,married,1-2,0.207696,271,20
Yes,yes,poorest,no education,tanganyika,Monogamous,catholic,35-39,rural,married,5+,0.207696,271,20
No,yes,poorest,primary,tanganyika,Monogamous,no religion,30-34,rural,married,5+,0.207696,271,20
No,no,poorest,no education,tanganyika,Monogamous,animist/traditional religion,30-34,rural,married,3-4,0.207696,271,20
Yes,yes,poorest,no education,tanganyika,Monogamous,animist/traditional religion,15-19,rural,married,1-2,0.207696,271,20
No,no,poorest,no education,tanganyika,Monogamous,animist/traditional religion,25-29,rural,married,5+,0.207696,271,20
No,no,poorest,no education,tanganyika,Monogamous,non denominational/charismatic/apostolic,35-39,rural,married,5+,0.207696,271,20
Yes,yes,poorest,no education,tanganyika,Monogamous,protestant,40-44,rural,married,5+,0.207696,271,20
No,yes,poorest,no education,tanganyika,Monogamous,animist/traditional religion,15-19,rural,married,1-2,0.207696,271,20
Yes,yes,poorest,no education,tanganyika,Polygamous,animist/traditional religion,35-39,rural,married,3-4,0.207696,271,20
No,yes,poorest,no education,tanganyika,Monogamous,protestant,25-29,rural,married,1-2,0.207696,271,20
No,no,poorest,no education,tanganyika,Monogamous,protestant,25-29,rural,married,1-2,0.207696,271,20
No,no,poorest,no education,tanganyika,Polygamous,no religion,40-44,rural,married,5+,0.207696,271,20
No,yes,poorest,secondary,tanganyika,Monogamous,non denominational/charismatic/apostolic,40-44,rural,married,5+,0.207696,271,20
Yes,yes,poorer,no education,tanganyika,Monogamous,no religion,40-44,rural,married,5+,0.207696,271,20
No,no,poorer,no education,tanganyika,Monogamous,animist/traditional religion,40-44,rural,married,5+,0.207696,271,20
No,no,poorest,no education,tanganyika,Monogamous,animist/traditional religion,20-24,rural,married,1-2,0.207696,271,20
No,no,poorest,no education,tanganyika,Polygamous,animist/traditional religion,35-39,rural,living with partner,5+,0.207696,271,20
No,no,poorest,no education,tanganyika,Monogamous,no religion,35-39,rural,married,5+,0.207696,271,20
No,yes,poorest,secondary,tshuapa,Monogamous,catholic,45-49,rural,married,5+,0.231757,272,9
Yes,yes,poorest,primary,tshuapa,Monogamous,protestant,25-29,rural,living with partner,3-4,0.231757,272,9
No,no,poorest,secondary,tshuapa,Monogamous,protestant,20-24,rural,living with partner,1-2,0.231757,272,9
No,yes,poorest,secondary,tshuapa,Monogamous,catholic,25-29,rural,living with partner,1-2,0.231757,272,9
No,yes,poorest,primary,tshuapa,Monogamous,catholic,35-39,rural,living with partner,5+,0.231757,272,9
No,yes,poorest,secondary,tshuapa,Monogamous,animist/traditional religion,20-24,rural,married,1-2,0.231757,272,9
Yes,yes,middle,secondary,tshuapa,Monogamous,non denominational/charismatic/apostolic,25-29,rural,married,3-4,0.231757,272,9
Yes,yes,poorest,primary,tshuapa,Monogamous,non denominational/charismatic/apostolic,30-34,rural,living with partner,5+,0.231757,272,9
No,yes,poorest,secondary,tshuapa,Monogamous,protestant,30-34,rural,living with partner,1-2,0.231757,272,9
No,yes,poorest,primary,tshuapa,Monogamous,protestant,45-49,rural,married,5+,0.231757,272,9
No,no,poorer,no education,tshuapa,Monogamous,protestant,45-49,rural,married,5+,0.231757,272,9
No,no,poorer,primary,tshuapa,Monogamous,non denominational/charismatic/apostolic,35-39,rural,married,5+,0.231757,272,9
No,yes,middle,primary,haut uele,Monogamous,salvation army,35-39,urban,married,5+,0.165058,273,38
Yes,no,richer,secondary,haut uele,Monogamous,non denominational/charismatic/apostolic,20-24,urban,living with partner,3-4,0.165058,273,38
Yes,no,middle,secondary,haut uele,Monogamous,catholic,35-39,urban,living with partner,3-4,0.165058,273,38
Yes,no,middle,secondary,haut uele,Don't know,catholic,40-44,urban,married,3-4,0.165058,273,38
Yes,yes,middle,primary,haut uele,Don't know,catholic,40-44,urban,married,5+,0.165058,273,38
Yes,no,richer,secondary,haut uele,Don't know,catholic,30-34,urban,married,3-4,0.165058,273,38
Yes,yes,richer,primary,haut uele,Monogamous,catholic,40-44,urban,married,3-4,0.165058,273,38
No,no,richer,higher,haut uele,Monogamous,catholic,20-24,urban,married,1-2,0.165058,273,38
No,yes,middle,primary,haut uele,Monogamous,catholic,20-24,urban,married,1-2,0.165058,273,38
No,yes,richest,higher,haut uele,Monogamous,non denominational/charismatic/apostolic,20-24,urban,married,0,0.165058,273,38
Yes,yes,richer,secondary,haut uele,Monogamous,catholic,40-44,urban,married,5+,0.165058,273,38
Yes,no,middle,primary,haut uele,Don't know,protestant,20-24,urban,married,1-2,0.165058,273,38
No,no,middle,secondary,haut uele,Don't know,catholic,20-24,urban,married,1-2,0.165058,273,38
Yes,yes,richer,secondary,haut uele,Monogamous,non denominational/charismatic/apostolic,15-19,urban,living with partner,1-2,0.165058,273,38
Yes,yes,richest,higher,haut uele,Polygamous,protestant,40-44,urban,living with partner,3-4,0.165058,273,38
No,yes,richer,secondary,haut uele,Monogamous,catholic,25-29,urban,married,3-4,0.165058,273,38
No,no,richer,secondary,haut uele,Monogamous,non denominational/charismatic/apostolic,20-24,urban,living with partner,0,0.165058,273,38
No,yes,richer,secondary,haut uele,Monogamous,catholic,30-34,urban,married,3-4,0.165058,273,38
No,no,richer,no education,kwilu,Monogamous,non denominational/charismatic/apostolic,35-39,urban,living with partner,1-2,0.420057,274,29
No,yes,middle,secondary,kwilu,Monogamous,protestant,45-49,urban,married,5+,0.420057,274,29
No,no,richer,secondary,kwilu,Monogamous,catholic,40-44,urban,living with partner,3-4,0.420057,274,29
No,no,richer,no education,kwilu,Polygamous,catholic,35-39,urban,married,5+,0.420057,274,29
No,yes,richer,higher,kwilu,Monogamous,jehovah witness,35-39,urban,married,5+,0.420057,274,29
Yes,yes,middle,secondary,kwilu,Monogamous,non denominational/charismatic/apostolic,35-39,urban,living with partner,3-4,0.420057,274,29
Yes,yes,richer,secondary,kwilu,Monogamous,non denominational/charismatic/apostolic,45-49,urban,living with partner,5+,0.420057,274,29
No,yes,richer,primary,kwilu,Monogamous,protestant,30-34,urban,living with partner,5+,0.420057,274,29
Yes,yes,richer,secondary,kwilu,Polygamous,animist/traditional religion,40-44,urban,living with partner,5+,0.420057,274,29
No,yes,richer,secondary,kwilu,Monogamous,non denominational/charismatic/apostolic,25-29,urban,living with partner,5+,0.420057,274,29
No,no,richer,secondary,kwilu,Monogamous,jehovah witness,30-34,urban,living with partner,1-2,0.420057,274,29
Yes,yes,richest,secondary,kwilu,Monogamous,non denominational/charismatic/apostolic,20-24,urban,living with partner,0,0.420057,274,29
Yes,yes,richer,secondary,kwilu,Monogamous,jehovah witness,40-44,urban,living with partner,3-4,0.420057,274,29
No,yes,richer,secondary,kwilu,Monogamous,catholic,25-29,urban,living with partner,5+,0.420057,274,29
No,no,poorer,no education,tanganyika,Monogamous,protestant,30-34,rural,married,3-4,0.480969,275,20
Yes,yes,poorest,primary,tanganyika,Monogamous,catholic,20-24,rural,married,1-2,0.480969,275,20
